disease_id,crop_name,disease_name,region,year,infection_rate,area_affected,severity,temperature,humidity,rainfall,leaf_color,spot_pattern,spot_color,leaf_texture,damage_type,fungicide_effective,treatment_days,recovery_rate,yield_loss
3146,Sugarcane,Septoria Leaf Blotch,West Bengal,2022,38.44862788135759,92.59773334348263,Critical,27.526646275161607,47.28770136822068,149.74051612982657,Yellow,Circular,Yellow,Rough,Leaf,Partial,50,24.309514634365968,61.707478915800976
3147,Grape,Brown Spot,Tamil Nadu,2023,14.485989902843222,77.53830038134154,Low,15.921603794492299,62.549967600942225,24.770347659908666,Black,Linear,Brown,Fuzzy,Flower,Partial,14,12.809544593677613,13.273320799933098
3148,Tomato,Brown Spot,Punjab,2018,73.1515170039254,38.40712362202499,Low,10.374913330548756,96.67073635291455,95.90732704676633,Reddish,Irregular,Yellow,Smooth,Fruit,No,23,20.343641698038915,67.8109228778715
3149,Garlic,Damping Off,Haryana,2018,4.310131507388615,50.72852592285661,Low,32.62660827762758,82.93848174625481,194.1078560823539,Yellow,Angular,Brown,Powdery,Leaf,Yes,21,0.0006317582579740133,89.30677021219941
3150,Cotton,Fusarium Wilt,Maharashtra,2018,28.885914586520578,44.31354282010081,Low,11.254210636135598,51.42143522927748,95.35014396860808,Reddish,Circular,Brown,Fuzzy,Fruit,Partial,51,52.91795852737005,25.611830356939226
3151,Grape,Leaf Rust,West Bengal,2018,78.29106573834632,9.862085764074694,Medium,13.223215974517958,52.17662147553435,147.19709404756426,Yellow,Circular,Red,Smooth,Flower,No,17,89.37502793530226,4.099750785650469
3152,Ginger,Septoria Leaf Blotch,Maharashtra,2023,18.453763887172137,85.07297504335665,High,28.955431141265468,67.85516057944474,21.556628065552363,Green,Angular,Yellow,Powdery,Stem,Yes,37,18.407432858342897,37.656970865904015
3153,Onion,Anthracnose,West Bengal,2022,12.645435742423494,47.97960559313984,Critical,32.40127351983111,41.43604872129227,51.10351179778816,Black,Circular,Yellow,Smooth,Leaf,Yes,14,93.0827975323568,60.42069825664377
3154,Cotton,Downy Mildew,Uttar Pradesh,2024,9.737597024125112,92.00334281010967,High,29.573241982336164,80.03879717657449,83.05237601385275,Green,Linear,Brown,Smooth,Root,Yes,20,11.66580620017388,39.14236566580372
3155,Tomato,Downy Mildew,West Bengal,2020,67.26361823530944,25.201185798134578,Low,31.4475520893145,87.36954077247319,69.39747739780408,Black,Angular,Red,Smooth,Stem,Yes,18,90.21147545320915,30.55751860202134
3156,Grape,Wheat Head Scab,Rajasthan,2023,94.2488670682318,95.07157129990988,Medium,15.100840185308588,53.298561571903704,104.86884238404932,Black,Irregular,Black,Powdery,Leaf,No,59,6.569203409965962,9.914558929901396
3157,Onion,Bacterial Leaf Blight,Haryana,2020,15.998890629039696,5.182557748500508,High,34.47519958527309,33.787124726484514,148.6847720626761,Brown,Irregular,Gray,Smooth,Stem,Partial,4,96.47483291261045,40.13218741178056
3158,Sugarcane,Septoria Leaf Blotch,Uttar Pradesh,2020,67.02891147624108,80.51889747468212,Medium,13.778059621575327,58.04050238562549,123.73936888894201,Yellow,Angular,Yellow,Powdery,Leaf,Partial,27,53.48755805178285,25.88761589304972
3159,Wheat,Brown Spot,Tamil Nadu,2021,66.4145450384418,99.68656923351884,Medium,21.192110489178187,66.8940904461189,61.797112871286465,Yellow,Circular,Brown,Fuzzy,Flower,No,19,97.71635132009243,84.84584096623874
3160,Tomato,Botrytis,Karnataka,2023,15.48881743568854,81.59096663966818,Low,35.076887995183384,38.010559572367825,178.95416440044747,Brown,Angular,Gray,Fuzzy,Stem,No,27,27.679990980081726,25.547416050099958
3161,Apple,Late Blight,Punjab,2019,93.72928734349102,87.62360754822917,Critical,34.28917432426899,50.415124521359346,148.1690843236891,Yellow,Angular,Yellow,Rough,Stem,Yes,22,22.002194376009143,61.03746325221615
3162,Chilli,Fusarium Wilt,Rajasthan,2019,94.99791665784235,3.006103879025445,Critical,23.128582251209203,68.5748020712749,192.50047225301316,Green,Irregular,Brown,Fuzzy,Fruit,No,32,36.29029352091416,61.35674984614947
3163,Ginger,Botrytis,West Bengal,2019,31.621760601902093,57.7441234539632,High,36.034566389736256,46.14376973120012,187.50932140701465,Reddish,Irregular,Red,Powdery,Stem,No,28,53.00429606890182,54.65917075115569
3164,Banana,Bacterial Leaf Blight,Rajasthan,2019,9.500071062489646,50.37506940655219,Medium,13.344146197743449,30.719856202528184,8.635714175870879,Green,Irregular,Red,Powdery,Flower,No,12,49.96764790507087,67.62042471978292
3165,Wheat,Damping Off,Rajasthan,2018,2.665927778270738,74.04515581267812,Low,15.241949675981616,63.394995816314804,146.83581398395546,Brown,Angular,Yellow,Smooth,Leaf,Partial,17,40.539285043979646,73.80861020503411
3166,Cotton,Late Blight,Maharashtra,2023,49.9878321061213,60.32758820292476,High,11.621417342265454,42.8641793385511,151.54359030763712,Green,Linear,Red,Fuzzy,Root,Yes,21,54.962702757671046,52.28914930692938
3167,Potato,Wheat Head Scab,Karnataka,2018,37.76310218385457,61.11034655864408,High,15.674936045447723,35.21508888968397,50.46987342030036,Black,Circular,Yellow,Fuzzy,Stem,Partial,47,44.54409452870544,65.42269452390326
3168,Garlic,Botrytis,Haryana,2024,75.26937248187303,3.6668456744697866,Medium,26.016991105834435,35.4749916248264,150.16279036541965,Brown,Irregular,Brown,Smooth,Flower,No,6,12.61840408111311,90.14967398119926
3169,Soybean,Fusarium Wilt,Punjab,2022,35.53760490391076,94.27938799197842,Medium,10.027007982638354,42.23870555816661,162.49322701358463,Yellow,Irregular,Red,Powdery,Root,No,24,18.135700523957144,72.6142919487755
3170,Rice,Damping Off,Karnataka,2019,63.00663198393119,55.95687831855497,Critical,10.715686525351028,62.02509060492028,120.30470312435699,Yellow,Angular,Yellow,Smooth,Leaf,No,21,32.6114519951034,21.97249192173113
3171,Ginger,Bacterial Leaf Blight,Madhya Pradesh,2018,45.25863223033397,45.04265670642192,Critical,17.31767174330384,72.47193854955515,153.15034345678623,Green,Angular,Black,Smooth,Flower,Partial,29,42.561628510177684,49.7083244742993
3172,Mango,Late Blight,Rajasthan,2021,35.62001170696401,51.9697136751374,Medium,30.04574495426116,64.05361038646527,142.49316207089225,Brown,Angular,Red,Powdery,Fruit,No,23,64.6737753635262,30.088037916196043
3173,Potato,Mosaic Virus,Gujarat,2020,9.42122159427865,85.9015227668128,High,16.845654245362816,96.09516807521793,168.90467470578952,Black,Irregular,Gray,Rough,Flower,Partial,39,15.172085757184572,27.76519404157254
3174,Rice,Septoria Leaf Blotch,Punjab,2018,18.576946728905675,21.246254612804318,High,34.52940309296553,42.85691961411267,147.04208040615046,Brown,Irregular,Black,Powdery,Stem,Partial,21,93.36870389833453,57.14299639273002
3175,Cotton,Powdery Mildew,Rajasthan,2022,69.0629501265184,17.587683101015006,Medium,13.77697788620699,59.60727312591023,21.63823032827885,Black,Irregular,Brown,Powdery,Flower,Partial,44,93.9882413164337,51.20493952810078
3176,Wheat,Mosaic Virus,Madhya Pradesh,2019,74.7459557668944,74.698742248566,Low,30.201642567436142,44.281065847315645,117.8371748833251,Green,Irregular,Brown,Fuzzy,Leaf,Partial,52,83.67564325353469,53.92460577356175
3177,Rice,Anthracnose,Maharashtra,2023,53.794606969146265,61.80586716053425,Critical,16.319185208300368,60.45035411346524,85.03074184521581,Reddish,Linear,Red,Powdery,Root,No,26,34.7188345848023,34.77320926364646
3178,Banana,Anthracnose,Karnataka,2022,30.915580664403663,68.5663854649438,Low,11.833160278646183,97.68574101172769,43.499311972272196,Reddish,Irregular,Gray,Powdery,Root,Yes,34,33.49478733568383,15.387463391831457
3179,Onion,Downy Mildew,Uttar Pradesh,2018,46.88203659481379,10.887408339387099,Low,23.51521123000601,32.88574849835721,91.96771159589201,Yellow,Circular,Black,Rough,Fruit,Yes,1,69.43122122871215,70.26333010987993
3180,Ginger,Mosaic Virus,Karnataka,2020,21.032568005817108,46.135937732035714,Low,18.06253702278009,63.09991391610135,150.4039660507624,Green,Linear,Yellow,Powdery,Stem,Partial,4,52.669494340713875,85.75122363296724
3181,Onion,Early Blight,Gujarat,2021,82.59944484088042,59.00809571927896,Low,38.666459847623045,59.18398168732158,70.77672985732342,Green,Linear,Brown,Fuzzy,Stem,No,23,54.55402899460938,37.80572604832655
3182,Garlic,Early Blight,Karnataka,2024,31.576098988775435,60.628773371027584,Medium,13.615429671812038,98.57894852265174,137.72312282732517,Black,Linear,Gray,Rough,Fruit,No,40,73.05386814342816,89.79802948180749
3183,Banana,Early Blight,Karnataka,2018,95.71839359820193,11.799107154250398,Low,27.92321780115639,33.95385493445493,163.12932097995417,Brown,Irregular,Red,Powdery,Flower,Partial,30,82.27443394019032,78.02969751855909
3184,Sugarcane,Leaf Rust,Punjab,2023,79.42242635294512,5.94189241797818,Critical,36.24220866073921,42.53210524129153,30.63841658389428,Brown,Irregular,Gray,Powdery,Leaf,Partial,45,26.323162456392534,18.828514848439593
3185,Ginger,Early Blight,Punjab,2018,27.443659624136384,89.86297253609162,Low,20.983495412936247,45.72081309384441,44.92900017118699,Reddish,Circular,Red,Fuzzy,Leaf,Partial,51,88.49445906191391,82.8201468155838
3186,Sugarcane,Powdery Mildew,Madhya Pradesh,2022,1.4003976148433184,8.244394050560315,Low,19.376423556648597,52.49563609438023,76.2197145001124,Yellow,Angular,Red,Smooth,Flower,Partial,23,87.82267708260423,65.43691027591287
3187,Rice,Bacterial Leaf Blight,Rajasthan,2018,12.598883490560297,61.85271302610359,Critical,36.88880569267155,56.4105224891087,24.881182311990855,Black,Angular,Brown,Smooth,Flower,Partial,3,95.04409169366573,94.37120522632837
3188,Rice,Early Blight,Madhya Pradesh,2019,59.14057380680578,99.25142416993768,High,35.35979558751536,57.10616193420304,101.53117428722894,Green,Irregular,Gray,Smooth,Flower,Partial,12,96.91566584990207,99.12928937337261
3189,Corn,Fusarium Wilt,Punjab,2022,89.31728721443662,29.65631915910089,Low,11.255842891442269,80.17485513332912,126.77372592433578,Yellow,Angular,Yellow,Fuzzy,Flower,Partial,27,40.57744393941546,24.454073394410436
3190,Potato,Powdery Mildew,Rajasthan,2018,88.24185389373362,87.54083303034,Low,18.947324761737818,30.759855427809903,25.70234416579722,Brown,Irregular,Yellow,Smooth,Root,No,55,46.49077452193248,96.81659718167705
3191,Sugarcane,Brown Spot,Uttar Pradesh,2023,41.685497063700275,15.212164012008508,Low,12.918315666628208,87.24172197885267,16.221112947812966,Brown,Circular,Gray,Powdery,Stem,Yes,0,6.3460433203465065,54.774478972393815
3192,Grape,Late Blight,Rajasthan,2023,85.11604179744461,10.811442245346763,High,37.83370116755456,90.46666655280649,174.6337007582193,Green,Linear,Yellow,Fuzzy,Fruit,Partial,29,74.84376009090629,47.936535990215035
3193,Wheat,Early Blight,Tamil Nadu,2022,74.87838219743179,81.98504402116613,Critical,19.195557407949295,49.57446199247612,32.81315794228128,Green,Irregular,Black,Powdery,Root,Yes,18,44.92114954619755,42.40497565085144
3194,Cotton,Late Blight,Maharashtra,2019,97.13037288051932,30.350068680526178,Medium,28.504730159237724,62.21244080217989,128.8838024586192,Brown,Circular,Gray,Fuzzy,Fruit,Partial,55,30.636753628560598,75.19810250571173
3195,Soybean,Botrytis,Karnataka,2020,32.86240782516137,30.02483717102847,Low,39.96558771730898,81.13053350035773,87.20219567880096,Green,Linear,Yellow,Smooth,Fruit,Yes,4,40.64849400937538,57.34836375639881
3196,Soybean,Botrytis,Haryana,2018,29.41205072116636,6.0556628444086575,Low,16.49310965976447,79.64564752198868,120.87315109211588,Yellow,Angular,Brown,Fuzzy,Stem,Yes,48,69.06632160346852,49.64413066918968
3197,Banana,Mosaic Virus,Karnataka,2024,68.55398733243673,0.21645260645619918,High,18.349954540943635,90.87162591790656,60.50162384799593,Brown,Linear,Red,Fuzzy,Root,Partial,8,17.538569136642035,6.24237551418293
3198,Orange,Leaf Rust,Gujarat,2020,37.18121327806777,55.73335521770504,Low,32.69609183738389,92.0612365683715,98.79873362512639,Brown,Angular,Yellow,Rough,Flower,Yes,38,33.77872117230564,82.11739713655794
3199,Ginger,Fusarium Wilt,Gujarat,2023,83.51439639034707,69.52014204792917,High,17.746737345752052,30.969093092485874,94.35911346365799,Black,Circular,Yellow,Rough,Flower,No,39,82.29191544047573,50.1814139303233
3200,Orange,Botrytis,Punjab,2018,84.42150849117043,66.75986686854733,Medium,37.58999523370423,35.013252452745334,96.87326705211001,Black,Angular,Black,Fuzzy,Stem,Yes,43,41.25049347996747,8.130084470580867
3201,Corn,Anthracnose,West Bengal,2018,63.12908864805515,79.51427788152152,Critical,21.28816692611928,75.77863643277682,54.21905582079036,Green,Linear,Red,Smooth,Fruit,No,45,46.97131721471381,79.63883688016409
3202,Garlic,Botrytis,Madhya Pradesh,2021,51.09441669124367,91.85732613650453,Low,11.849453579750852,47.669977964209,143.3053079464281,Green,Circular,Gray,Rough,Root,Partial,22,31.972618410168263,83.37493853473495
3203,Carrot,Bacterial Leaf Blight,Punjab,2019,54.010144793360716,23.300103076216555,Critical,18.486771452303998,77.34850746027448,56.41999275322564,Reddish,Circular,Brown,Smooth,Flower,No,6,6.40453422563565,16.839581973626593
3204,Mango,Leaf Rust,Rajasthan,2022,21.142576529340474,22.948444868997566,Critical,19.391807098062202,60.79579197058897,35.14551713001228,Black,Linear,Gray,Rough,Flower,No,58,15.49517834088613,5.141022663692074
3205,Grape,Brown Spot,Gujarat,2018,76.65898948285945,76.42427785539276,High,27.712067130210528,84.1137238963693,40.03854197114798,Green,Irregular,Yellow,Powdery,Root,Yes,37,89.21229482383497,3.372200421854765
3206,Corn,Leaf Rust,Punjab,2023,64.62599447037668,55.80326363485732,Critical,22.752010506881312,48.888913557150474,16.327132264226307,Yellow,Circular,Black,Powdery,Stem,No,42,67.05829969247523,90.47885302614036
3207,Corn,Septoria Leaf Blotch,Uttar Pradesh,2019,25.116270487686144,4.948357354971887,Medium,28.61171957053762,84.56550123903114,101.51315299743749,Yellow,Angular,Black,Fuzzy,Stem,No,30,7.967634289190617,3.127006321937087
3208,Chilli,Septoria Leaf Blotch,Punjab,2020,56.84333364515166,94.99435232009027,High,26.366708290509678,42.47973358168894,174.92593997460386,Black,Irregular,Gray,Rough,Root,Yes,3,12.78825099393478,75.35388303358704
3209,Tomato,Septoria Leaf Blotch,Rajasthan,2023,95.61395450395173,25.586560538755734,Low,11.919480755796505,57.5675012168077,139.81710967395856,Green,Irregular,Gray,Rough,Fruit,Partial,22,28.71713247541574,64.66738527366827
3210,Sugarcane,Leaf Rust,Haryana,2020,60.270243370844724,63.260456586502,Low,24.557381027749457,75.41153789580858,177.1197356793022,Green,Linear,Yellow,Smooth,Stem,No,10,16.646760840588794,61.81210558448713
3211,Corn,Damping Off,Maharashtra,2018,29.62417187219486,28.526874990854846,Low,15.1811111406872,90.27028413392529,196.11975683298337,Black,Angular,Red,Smooth,Flower,Yes,20,15.152623351774764,33.95111500287494
3212,Potato,Downy Mildew,Haryana,2019,32.61065027962099,51.16858999192103,High,28.32474739974695,46.27432906150869,62.95103856374142,Yellow,Irregular,Gray,Smooth,Root,No,56,55.82563720425969,47.22959420124035
3213,Apple,Powdery Mildew,Uttar Pradesh,2023,24.485088939643894,50.417265763109064,High,11.562491916745392,76.64041938707695,117.4792769692131,Reddish,Irregular,Brown,Fuzzy,Fruit,Yes,15,77.98923586362619,16.13038006730666
3214,Sugarcane,Botrytis,Maharashtra,2021,92.28953555566812,73.94249592536461,Medium,21.3167898714717,42.774551607524174,35.51564976472213,Reddish,Circular,Brown,Powdery,Fruit,Yes,53,52.61551506228906,15.702744249503109
3215,Onion,Brown Spot,Gujarat,2019,60.14488346922131,67.81344783592301,Low,30.745374879555353,36.81676137894466,104.72859408798196,Brown,Angular,Brown,Smooth,Flower,No,1,99.66839456183698,26.845002480273507
3216,Wheat,Bacterial Leaf Blight,Tamil Nadu,2020,54.97506788229938,97.02145555159888,Medium,33.582123213724856,39.84725259778983,14.358644685279165,Reddish,Irregular,Brown,Rough,Stem,Partial,39,54.33076670437668,46.97089929181122
3217,Wheat,Powdery Mildew,Uttar Pradesh,2019,78.45860022908265,68.16997135245074,Critical,22.409090565871708,41.32568162765614,172.3852454656833,Brown,Linear,Black,Rough,Stem,No,20,77.18581214424827,41.29216422611298
3218,Tomato,Mosaic Virus,Haryana,2020,43.551345906714246,17.27171999868894,High,37.485370834175185,34.93130366698559,2.8522171726116152,Reddish,Irregular,Yellow,Smooth,Fruit,No,52,90.31645455421389,72.98798903884862
3219,Garlic,Bacterial Leaf Blight,Tamil Nadu,2023,93.08454876891658,41.33843069342427,Critical,19.00546207027854,59.47610090605901,155.33599710145378,Reddish,Irregular,Red,Rough,Flower,No,8,63.94492021620912,16.52846415703567
3220,Grape,Powdery Mildew,Haryana,2022,79.56242355605447,87.34156743812166,High,38.21614364325525,73.25252618328642,34.94039597857659,Reddish,Circular,Red,Smooth,Root,No,17,24.290398578492457,56.31820554684411
3221,Banana,Downy Mildew,Maharashtra,2024,13.55858039584793,14.431974659682101,High,13.973682275205688,51.19222848950261,54.93333644967782,Brown,Irregular,Brown,Powdery,Root,Partial,59,82.91792461993359,55.31223860331341
3222,Cabbage,Downy Mildew,Karnataka,2021,40.48415258877526,89.63947059000978,High,31.119108995153876,64.30355580344548,101.81602743436274,Green,Circular,Red,Rough,Root,Yes,17,50.67853429697053,79.70217534707626
3223,Onion,Mosaic Virus,Haryana,2022,36.253259076365005,58.0105582476466,Critical,35.30946201448707,36.199408574074226,18.324262323976882,Yellow,Circular,Black,Rough,Fruit,Partial,43,73.18740355069238,59.597505706128686
3224,Wheat,Damping Off,Punjab,2024,63.492143951315285,33.84778175617644,Critical,23.023392506831293,96.46473943757688,143.98856035680882,Black,Irregular,Gray,Powdery,Flower,No,1,75.90366148222503,49.65170033984375
3225,Chilli,Bacterial Leaf Blight,Maharashtra,2021,22.92800323307863,19.452851899517587,Critical,14.955751859701968,70.90156197860969,56.53119333821104,Reddish,Circular,Brown,Powdery,Fruit,Yes,32,7.208055544851211,86.90443116141913
3226,Turmeric,Botrytis,Karnataka,2019,61.99911423303281,78.50401643514873,Low,17.619414831262166,89.3808093069351,25.5629808422003,Black,Linear,Red,Rough,Root,Yes,51,9.403778885386494,83.87762697162101
3227,Tomato,Fusarium Wilt,Haryana,2019,14.573159974407934,37.26502031207281,Low,10.16553952482758,58.80076040131095,159.91443733951849,Brown,Circular,Red,Powdery,Root,No,10,60.93533443957732,9.713372625150773
3228,Apple,Fusarium Wilt,Madhya Pradesh,2021,85.33571492278794,98.79068608015957,Medium,38.85940872461475,34.2394639115196,144.57390744822928,Green,Angular,Gray,Fuzzy,Leaf,Partial,49,91.70082160244782,61.390767207828475
3229,Wheat,Wheat Head Scab,Maharashtra,2021,41.2734138703965,43.1714688312159,Low,30.914896956484206,54.39222207341155,103.84782183432162,Black,Angular,Black,Fuzzy,Leaf,No,40,18.234744062850705,1.069288392543144
3230,Onion,Mosaic Virus,Rajasthan,2024,40.05627843654914,34.955261031793974,High,10.881701499085834,99.10696689712123,100.9512129455296,Reddish,Linear,Red,Powdery,Fruit,Yes,17,70.98074002287143,21.401976194007943
3231,Tomato,Fusarium Wilt,Uttar Pradesh,2018,82.69960109870037,15.91721364533304,Low,13.118985351120946,78.71643353221228,142.87092589008722,Reddish,Angular,Black,Smooth,Fruit,No,51,49.004386950501235,49.07948167687452
3232,Wheat,Leaf Rust,Haryana,2018,63.83527567217205,57.00613305551805,Medium,31.784913237947958,91.68860433835144,35.880988485156486,Black,Angular,Gray,Powdery,Flower,No,1,11.548653617314486,35.90809722618346
3233,Onion,Mosaic Virus,Gujarat,2021,47.781760764786185,43.845996328808305,High,22.633081908001532,88.39118901277075,45.54953829778749,Black,Circular,Red,Powdery,Leaf,Partial,32,17.059952176362213,59.434127637469636
3234,Onion,Bacterial Leaf Blight,Gujarat,2022,50.52515211058699,55.67856059101704,High,30.847339049834243,82.58327646070904,144.12173317809268,Green,Angular,Black,Smooth,Flower,No,2,65.5123308644778,81.82896347035637
3235,Corn,Late Blight,Punjab,2020,68.67792783811122,38.72585111602811,Medium,22.812387758234877,66.0092782716685,152.55176584731575,Green,Circular,Brown,Powdery,Leaf,Partial,0,19.080117720041933,76.84828015794322
3236,Banana,Leaf Rust,Karnataka,2020,21.203785772907114,42.379999208375324,Critical,31.170958922939764,50.9970804700601,104.23697282436419,Brown,Irregular,Brown,Powdery,Root,Partial,18,70.71963998560949,56.82060217310784
3237,Potato,Damping Off,Gujarat,2022,0.8148269217856163,12.588378499715226,Low,36.12669808870497,79.48469033949442,162.91968662474468,Black,Circular,Red,Powdery,Fruit,No,20,10.022623748602811,93.15996251227708
3238,Cotton,Powdery Mildew,Tamil Nadu,2018,24.971282286261033,69.9642468167879,Critical,37.57015052419037,94.82821957262206,122.85752715923421,Reddish,Linear,Yellow,Powdery,Fruit,No,51,33.8772804935777,57.47962203377749
3239,Potato,Wheat Head Scab,Madhya Pradesh,2023,29.22412031119368,41.272536938296604,Medium,10.083697942077464,56.110520996230974,199.6337705227158,Yellow,Linear,Brown,Fuzzy,Stem,Partial,31,17.41964094688302,32.939067180071454
3240,Grape,Mosaic Virus,Gujarat,2020,48.07718727826861,11.057955203158864,Critical,16.294007400865965,56.65960662015754,143.81466066296974,Reddish,Circular,Brown,Smooth,Root,Yes,9,24.30098889700657,14.798950204221939
3241,Potato,Wheat Head Scab,West Bengal,2021,75.69645861322614,82.6414652809819,High,38.0572566621025,85.61050099387673,102.60276825668953,Black,Linear,Yellow,Smooth,Stem,No,38,72.6041668654675,4.174228172472095
3242,Tomato,Mosaic Virus,Gujarat,2018,52.955595915010164,27.538459986696374,Medium,17.0688830978086,89.61910713887372,141.1042927954312,Reddish,Circular,Black,Fuzzy,Stem,Partial,55,93.55872202685158,37.10976881098854
3243,Mango,Bacterial Leaf Blight,Punjab,2022,17.717496134278022,97.94645164282434,Medium,20.445071525634432,35.552448073811036,158.42322618496374,Black,Linear,Yellow,Rough,Stem,Yes,52,37.808077092676996,59.72172008339951
3244,Wheat,Powdery Mildew,Haryana,2018,84.02221196493443,87.60588581753393,Critical,12.660318655819658,56.25635779418033,116.68863624174277,Black,Angular,Gray,Rough,Stem,No,6,9.179845320159142,20.011429859172946
3245,Sugarcane,Botrytis,West Bengal,2020,42.168091538553284,72.75767382219048,Low,27.69009860078603,80.62510105813226,185.03483036804863,Green,Angular,Yellow,Smooth,Stem,Yes,21,43.949134001656084,49.23843718009171
3246,Banana,Downy Mildew,Karnataka,2023,99.70046480996692,48.82464314045351,Critical,12.07304591338772,42.449960394062344,95.75672918000835,Reddish,Irregular,Red,Rough,Leaf,No,7,64.4042928833539,53.22043061691796
3247,Onion,Leaf Rust,Tamil Nadu,2023,53.771804261570885,26.88717770531626,Low,15.673156335095777,55.29604290888284,176.9561990730378,Black,Irregular,Yellow,Fuzzy,Leaf,No,14,18.517152105720402,65.38169208850594
3248,Sugarcane,Downy Mildew,Madhya Pradesh,2020,50.284278369268456,20.64554230645796,Low,23.928797548077426,90.15328182706764,74.83006946232926,Black,Circular,Gray,Powdery,Stem,Partial,48,30.62226331448905,42.1395811682743
3249,Chilli,Anthracnose,Karnataka,2020,32.83638013928106,54.1348164024491,Low,21.932609283443266,57.29206939995972,107.59600595210925,Brown,Linear,Red,Fuzzy,Fruit,No,29,65.17148497179073,29.81846289762412
3250,Tomato,Fusarium Wilt,Punjab,2019,47.00556128174197,55.68111996365398,High,37.73412136013477,71.19036734532708,161.97891392060055,Reddish,Angular,Gray,Smooth,Fruit,Yes,39,63.248377086977406,18.087957532841703
3251,Cabbage,Leaf Rust,Gujarat,2021,2.620878939710858,15.895096857266292,Critical,11.152834582295078,82.04024887089327,113.47087402628189,Black,Linear,Brown,Smooth,Fruit,No,38,84.09871814530742,92.68912971795805
3252,Carrot,Damping Off,Maharashtra,2021,54.821322738201914,6.023306828110672,Medium,36.93295936217869,62.40244585756867,99.17156051579461,Yellow,Circular,Gray,Smooth,Root,Yes,26,33.726480092036205,45.03177596072063
3253,Garlic,Mosaic Virus,Gujarat,2021,91.96115774911058,38.10138246982575,Low,10.33113667256674,71.26867929202648,79.44746207900386,Reddish,Angular,Brown,Fuzzy,Stem,Yes,2,60.76704250954783,14.077715680330394
3254,Tomato,Downy Mildew,Punjab,2023,79.53001399712721,23.60923816688367,Critical,23.29126177954413,61.42392518663699,45.73264972632045,Yellow,Angular,Yellow,Smooth,Stem,Partial,10,58.41455504854678,69.65199490980228
3255,Grape,Brown Spot,Gujarat,2023,55.967660413811046,91.63606617346969,Critical,35.29954670818363,97.20905583450171,168.3961969910695,Reddish,Circular,Brown,Powdery,Flower,Yes,29,28.607500443690526,91.72800796865988
3256,Corn,Bacterial Leaf Blight,Uttar Pradesh,2023,59.57115520135765,23.981407296052296,Critical,35.684347649965716,57.246873270468974,117.68240301418822,Black,Linear,Yellow,Fuzzy,Flower,No,31,26.46647682909603,79.47975651612818
3257,Orange,Damping Off,Maharashtra,2024,25.303767062064697,2.0642822017161753,Medium,15.280423067673208,97.05921999164028,66.40983863901657,Green,Linear,Brown,Powdery,Stem,Partial,40,22.93155053132153,88.7845511985015
3258,Garlic,Septoria Leaf Blotch,Haryana,2023,82.65264123466201,45.602734644232896,High,14.91219950154134,93.42985254698465,199.43504121236177,Brown,Circular,Black,Powdery,Flower,Partial,54,48.572239009535835,17.00452543096025
3259,Sugarcane,Anthracnose,Haryana,2023,68.8693185672448,65.09607210452846,High,10.054213727692877,38.37271993464723,121.58001123309128,Black,Angular,Red,Rough,Stem,Yes,23,75.74045572408603,98.65530844973745
3260,Wheat,Botrytis,Karnataka,2023,29.367057163984434,79.29597559406334,Low,17.488669486702975,79.34872790261247,172.23860423438452,Black,Irregular,Brown,Rough,Root,Partial,46,47.08056844430417,6.99111871293594
3261,Sugarcane,Mosaic Virus,Gujarat,2024,16.6776186481443,99.0619691040883,Low,13.95210980393428,39.82799762084608,53.41564401222894,Brown,Irregular,Brown,Smooth,Root,Yes,0,0.20190135136093357,65.82523267028803
3262,Banana,Early Blight,Gujarat,2023,46.70071814889029,61.72569780964649,High,12.772347581533626,38.22835359744625,54.016107245595066,Reddish,Circular,Red,Rough,Flower,No,42,40.45355771521396,13.440398603516224
3263,Orange,Late Blight,Madhya Pradesh,2021,88.60768181056639,57.945606997872794,Medium,21.24625191158819,43.22959914612139,185.0123932127702,Green,Circular,Red,Smooth,Flower,Yes,33,87.1149321504018,94.42023285822529
3264,Orange,Leaf Rust,Maharashtra,2021,50.33008345703925,0.2903069361355344,Medium,35.962517114899086,60.79883358662759,19.882384311744072,Yellow,Linear,Black,Fuzzy,Root,Yes,42,51.49913367552579,33.78964598036613
3265,Potato,Botrytis,Haryana,2024,48.82431852578654,85.22113836753756,Medium,22.96511828183204,39.58921364430806,62.326927121037244,Yellow,Angular,Gray,Rough,Fruit,Yes,16,17.173075578014952,5.493612865380149
3266,Corn,Early Blight,Maharashtra,2018,92.68306903669115,19.08078422583562,Critical,13.942801821394006,67.6051048455466,38.702728656204435,Reddish,Circular,Gray,Rough,Flower,No,32,74.05133246244212,88.11172468261674
3267,Turmeric,Brown Spot,Gujarat,2021,93.21446828123227,48.58763305226461,High,11.210967647680803,41.89862435850284,7.25053352163616,Yellow,Angular,Gray,Fuzzy,Fruit,No,35,58.392465139472804,86.97490071341534
3268,Turmeric,Bacterial Leaf Blight,Madhya Pradesh,2023,36.97074921764262,74.35703891929616,Medium,29.003405266158133,76.16574192848432,198.829621314959,Brown,Circular,Yellow,Rough,Fruit,Yes,11,34.527614094324846,54.03796913851059
3269,Orange,Anthracnose,Rajasthan,2023,5.1332658066744585,41.554763056106836,Low,20.39954189117737,67.9880807912476,142.90199133676998,Brown,Linear,Gray,Fuzzy,Leaf,Partial,31,68.59419212084048,87.09151361204175
